customer_id,signup_date,region,acquisition_channel,subscription_id,plan_type,monthly_price,sub_start_date,sub_end_date,subscription_status,transaction_id,transaction_date,amount,payment_method
102,2024-03-12,Europe,Organic Search,5002,Standard,35.0,2024-03-12,,Active,29,2026-05-01,35.0,Credit Card
102,2024-03-12,Europe,Organic Search,5002,Standard,35.0,2024-03-12,,Active,30,2026-05-31,35.0,Credit Card
102,2024-03-12,Europe,Organic Search,5002,Standard,35.0,2024-03-12,,Active,31,2026-06-30,35.0,Bank Transfer
102,2024-03-12,Europe,Organic Search,5002,Standard,35.0,2024-03-12,,Active,32,2026-07-30,35.0,Credit Card
103,2025-04-11,North America,Paid Ads,5003,Standard,35.0,2025-04-11,,Active,33,2025-04-11,35.0,Bank Transfer
103,2025-04-11,North America,Paid Ads,5003,Standard,35.0,2025-04-11,,Active,34,2025-05-11,35.0,Credit Card
103,2025-04-11,North America,Paid Ads,5003,Standard,35.0,2025-04-11,,Active,35,2025-06-10,35.0,PayPal
103,2025-04-11,North America,Paid Ads,5003,Standard,35.0,2025-04-11,,Active,36,2025-07-10,35.0,PayPal
103,2025-04-11,North America,Paid Ads,5003,Standard,35.0,2025-04-11,,Active,37,2025-08-09,35.0,PayPal
103,2025-04-11,North America,Paid Ads,5003,Standard,35.0,2025-04-11,,Active,38,2025-09-08,35.0,PayPal
103,2025-04-11,North America,Paid Ads,5003,Standard,35.0,2025-04-11,,Active,39,2025-10-08,35.0,Bank Transfer
103,2025-04-11,North America,Paid Ads,5003,Standard,35.0,2025-04-11,,Active,40,2025-11-07,35.0,PayPal
103,2025-04-11,North America,Paid Ads,5003,Standard,35.0,2025-04-11,,Active,41,2025-12-07,35.0,Bank Transfer
103,2025-04-11,North America,Paid Ads,5003,Standard,35.0,2025-04-11,,Active,42,2026-01-06,35.0,Bank Transfer
103,2025-04-11,North America,Paid Ads,5003,Standard,35.0,2025-04-11,,Active,43,2026-02-05,35.0,Bank Transfer
103,2025-04-11,North America,Paid Ads,5003,Standard,35.0,2025-04-11,,Active,44,2026-03-07,35.0,PayPal
103,2025-04-11,North America,Paid Ads,5003,Standard,35.0,2025-04-11,,Active,45,2026-04-06,35.0,Credit Card
103,2025-04-11,North America,Paid Ads,5003,Standard,35.0,2025-04-11,,Active,46,2026-05-06,35.0,Credit Card
103,2025-04-11,North America,Paid Ads,5003,Standard,35.0,2025-04-11,,Active,47,2026-06-05,35.0,PayPal
103,2025-04-11,North America,Paid Ads,5003,Standard,35.0,2025-04-11,,Active,48,2026-07-05,35.0,Credit Card
104,2025-01-07,Europe,Referral,5004,Premium,75.0,2025-01-07,,Active,49,2025-01-07,75.0,PayPal
104,2025-01-07,Europe,Referral,5004,Premium,75.0,2025-01-07,,Active,50,2025-02-06,75.0,Credit Card
104,2025-01-07,Europe,Referral,5004,Premium,75.0,2025-01-07,,Active,51,2025-03-08,75.0,Bank Transfer
104,2025-01-07,Europe,Referral,5004,Premium,75.0,2025-01-07,,Active,52,2025-04-07,75.0,PayPal
104,2025-01-07,Europe,Referral,5004,Premium,75.0,2025-01-07,,Active,53,2025-05-07,75.0,PayPal
104,2025-01-07,Europe,Referral,5004,Premium,75.0,2025-01-07,,Active,54,2025-06-06,75.0,PayPal
104,2025-01-07,Europe,Referral,5004,Premium,75.0,2025-01-07,,Active,55,2025-07-06,75.0,PayPal
104,2025-01-07,Europe,Referral,5004,Premium,75.0,2025-01-07,,Active,56,2025-08-05,75.0,PayPal
104,2025-01-07,Europe,Referral,5004,Premium,75.0,2025-01-07,,Active,57,2025-09-04,75.0,PayPal
104,2025-01-07,Europe,Referral,5004,Premium,75.0,2025-01-07,,Active,58,2025-10-04,75.0,Credit Card
104,2025-01-07,Europe,Referral,5004,Premium,75.0,2025-01-07,,Active,59,2025-11-03,75.0,Bank Transfer
104,2025-01-07,Europe,Referral,5004,Premium,75.0,2025-01-07,,Active,60,2025-12-03,75.0,Bank Transfer
104,2025-01-07,Europe,Referral,5004,Premium,75.0,2025-01-07,,Active,61,2026-01-02,75.0,PayPal
104,2025-01-07,Europe,Referral,5004,Premium,75.0,2025-01-07,,Active,62,2026-02-01,75.0,Bank Transfer
104,2025-01-07,Europe,Referral,5004,Premium,75.0,2025-01-07,,Active,63,2026-03-03,75.0,Bank Transfer
104,2025-01-07,Europe,Referral,5004,Premium,75.0,2025-01-07,,Active,64,2026-04-02,75.0,Bank Transfer
104,2025-01-07,Europe,Referral,5004,Premium,75.0,2025-01-07,,Active,65,2026-05-02,75.0,PayPal
104,2025-01-07,Europe,Referral,5004,Premium,75.0,2025-01-07,,Active,66,2026-06-01,75.0,PayPal
104,2025-01-07,Europe,Referral,5004,Premium,75.0,2025-01-07,,Active,67,2026-07-01,75.0,Bank Transfer
104,2025-01-07,Europe,Referral,5004,Premium,75.0,2025-01-07,,Active,68,2026-07-31,75.0,Bank Transfer
105,2024-05-29,North America,Referral,5005,Basic,15.0,2024-05-29,,Active,69,2024-05-29,15.0,Bank Transfer
105,2024-05-29,North America,Referral,5005,Basic,15.0,2024-05-29,,Active,70,2024-06-28,15.0,Credit Card
105,2024-05-29,North America,Referral,5005,Basic,15.0,2024-05-29,,Active,71,2024-07-28,15.0,Credit Card
105,2024-05-29,North America,Referral,5005,Basic,15.0,2024-05-29,,Active,72,2024-08-27,15.0,Credit Card
105,2024-05-29,North America,Referral,5005,Basic,15.0,2024-05-29,,Active,73,2024-09-26,15.0,PayPal
105,2024-05-29,North America,Referral,5005,Basic,15.0,2024-05-29,,Active,74,2024-10-26,15.0,Credit Card
105,2024-05-29,North America,Referral,5005,Basic,15.0,2024-05-29,,Active,75,2024-11-25,15.0,Credit Card
105,2024-05-29,North America,Referral,5005,Basic,15.0,2024-05-29,,Active,76,2024-12-25,15.0,Credit Card
105,2024-05-29,North America,Referral,5005,Basic,15.0,2024-05-29,,Active,77,2025-01-24,15.0,Bank Transfer
105,2024-05-29,North America,Referral,5005,Basic,15.0,2024-05-29,,Active,78,2025-02-23,15.0,Credit Card
105,2024-05-29,North America,Referral,5005,Basic,15.0,2024-05-29,,Active,79,2025-03-25,15.0,Bank Transfer
105,2024-05-29,North America,Referral,5005,Basic,15.0,2024-05-29,,Active,80,2025-04-24,15.0,Credit Card
105,2024-05-29,North America,Referral,5005,Basic,15.0,2024-05-29,,Active,81,2025-05-24,15.0,Credit Card
105,2024-05-29,North America,Referral,5005,Basic,15.0,2024-05-29,,Active,82,2025-06-23,15.0,PayPal
105,2024-05-29,North America,Referral,5005,Basic,15.0,2024-05-29,,Active,83,2025-07-23,15.0,Bank Transfer
105,2024-05-29,North America,Referral,5005,Basic,15.0,2024-05-29,,Active,84,2025-08-22,15.0,Credit Card
105,2024-05-29,North America,Referral,5005,Basic,15.0,2024-05-29,,Active,85,2025-09-21,15.0,Bank Transfer
105,2024-05-29,North America,Referral,5005,Basic,15.0,2024-05-29,,Active,86,2025-10-21,15.0,Bank Transfer
105,2024-05-29,North America,Referral,5005,Basic,15.0,2024-05-29,,Active,87,2025-11-20,15.0,PayPal
105,2024-05-29,North America,Referral,5005,Basic,15.0,2024-05-29,,Active,88,2025-12-20,15.0,PayPal
105,2024-05-29,North America,Referral,5005,Basic,15.0,2024-05-29,,Active,89,2026-01-19,15.0,PayPal
105,2024-05-29,North America,Referral,5005,Basic,15.0,2024-05-29,,Active,90,2026-02-18,15.0,PayPal
105,2024-05-29,North America,Referral,5005,Basic,15.0,2024-05-29,,Active,91,2026-03-20,15.0,PayPal
105,2024-05-29,North America,Referral,5005,Basic,15.0,2024-05-29,,Active,92,2026-04-19,15.0,PayPal
105,2024-05-29,North America,Referral,5005,Basic,15.0,2024-05-29,,Active,93,2026-05-19,15.0,PayPal
105,2024-05-29,North America,Referral,5005,Basic,15.0,2024-05-29,,Active,94,2026-06-18,15.0,PayPal
105,2024-05-29,North America,Referral,5005,Basic,15.0,2024-05-29,,Active,95,2026-07-18,15.0,Credit Card
106,2025-02-17,North America,Organic Search,5006,Standard,35.0,2025-02-17,,Active,96,2025-02-17,35.0,Bank Transfer
106,2025-02-17,North America,Organic Search,5006,Standard,35.0,2025-02-17,,Active,97,2025-03-19,35.0,Credit Card
106,2025-02-17,North America,Organic Search,5006,Standard,35.0,2025-02-17,,Active,98,2025-04-18,35.0,Bank Transfer
106,2025-02-17,North America,Organic Search,5006,Standard,35.0,2025-02-17,,Active,99,2025-05-18,35.0,Bank Transfer
106,2025-02-17,North America,Organic Search,5006,Standard,35.0,2025-02-17,,Active,100,2025-06-17,35.0,PayPal
106,2025-02-17,North America,Organic Search,5006,Standard,35.0,2025-02-17,,Active,101,2025-07-17,35.0,Bank Transfer
106,2025-02-17,North America,Organic Search,5006,Standard,35.0,2025-02-17,,Active,102,2025-08-16,35.0,Bank Transfer
106,2025-02-17,North America,Organic Search,5006,Standard,35.0,2025-02-17,,Active,103,2025-09-15,35.0,PayPal
106,2025-02-17,North America,Organic Search,5006,Standard,35.0,2025-02-17,,Active,104,2025-10-15,35.0,PayPal
106,2025-02-17,North America,Organic Search,5006,Standard,35.0,2025-02-17,,Active,105,2025-11-14,35.0,PayPal
106,2025-02-17,North America,Organic Search,5006,Standard,35.0,2025-02-17,,Active,106,2025-12-14,35.0,PayPal
106,2025-02-17,North America,Organic Search,5006,Standard,35.0,2025-02-17,,Active,107,2026-01-13,35.0,Bank Transfer
106,2025-02-17,North America,Organic Search,5006,Standard,35.0,2025-02-17,,Active,108,2026-02-12,35.0,Bank Transfer
106,2025-02-17,North America,Organic Search,5006,Standard,35.0,2025-02-17,,Active,109,2026-03-14,35.0,Credit Card
106,2025-02-17,North America,Organic Search,5006,Standard,35.0,2025-02-17,,Active,110,2026-04-13,35.0,Credit Card
106,2025-02-17,North America,Organic Search,5006,Standard,35.0,2025-02-17,,Active,111,2026-05-13,35.0,Bank Transfer
106,2025-02-17,North America,Organic Search,5006,Standard,35.0,2025-02-17,,Active,112,2026-06-12,35.0,Credit Card
106,2025-02-17,North America,Organic Search,5006,Standard,35.0,2025-02-17,,Active,113,2026-07-12,35.0,Bank Transfer
107,2024-10-03,Europe,Paid Ads,5007,Basic,15.0,2024-10-03,,Active,114,2024-10-03,15.0,PayPal
107,2024-10-03,Europe,Paid Ads,5007,Basic,15.0,2024-10-03,,Active,115,2024-11-02,15.0,PayPal
107,2024-10-03,Europe,Paid Ads,5007,Basic,15.0,2024-10-03,,Active,116,2024-12-02,15.0,PayPal
107,2024-10-03,Europe,Paid Ads,5007,Basic,15.0,2024-10-03,,Active,117,2025-01-01,15.0,Credit Card
107,2024-10-03,Europe,Paid Ads,5007,Basic,15.0,2024-10-03,,Active,118,2025-01-31,15.0,Bank Transfer
107,2024-10-03,Europe,Paid Ads,5007,Basic,15.0,2024-10-03,,Active,119,2025-03-02,15.0,PayPal
107,2024-10-03,Europe,Paid Ads,5007,Basic,15.0,2024-10-03,,Active,120,2025-04-01,15.0,Credit Card
107,2024-10-03,Europe,Paid Ads,5007,Basic,15.0,2024-10-03,,Active,121,2025-05-01,15.0,PayPal
107,2024-10-03,Europe,Paid Ads,5007,Basic,15.0,2024-10-03,,Active,122,2025-05-31,15.0,Credit Card
107,2024-10-03,Europe,Paid Ads,5007,Basic,15.0,2024-10-03,,Active,123,2025-06-30,15.0,Credit Card
107,2024-10-03,Europe,Paid Ads,5007,Basic,15.0,2024-10-03,,Active,124,2025-07-30,15.0,Credit Card
107,2024-10-03,Europe,Paid Ads,5007,Basic,15.0,2024-10-03,,Active,125,2025-08-29,15.0,Bank Transfer
107,2024-10-03,Europe,Paid Ads,5007,Basic,15.0,2024-10-03,,Active,126,2025-09-28,15.0,Credit Card
107,2024-10-03,Europe,Paid Ads,5007,Basic,15.0,2024-10-03,,Active,127,2025-10-28,15.0,Credit Card
107,2024-10-03,Europe,Paid Ads,5007,Basic,15.0,2024-10-03,,Active,128,2025-11-27,15.0,Bank Transfer
107,2024-10-03,Europe,Paid Ads,5007,Basic,15.0,2024-10-03,,Active,129,2025-12-27,15.0,Bank Transfer
107,2024-10-03,Europe,Paid Ads,5007,Basic,15.0,2024-10-03,,Active,130,2026-01-26,15.0,Credit Card
107,2024-10-03,Europe,Paid Ads,5007,Basic,15.0,2024-10-03,,Active,131,2026-02-25,15.0,Bank Transfer
107,2024-10-03,Europe,Paid Ads,5007,Basic,15.0,2024-10-03,,Active,132,2026-03-27,15.0,PayPal
107,2024-10-03,Europe,Paid Ads,5007,Basic,15.0,2024-10-03,,Active,133,2026-04-26,15.0,PayPal
107,2024-10-03,Europe,Paid Ads,5007,Basic,15.0,2024-10-03,,Active,134,2026-05-26,15.0,Bank Transfer
107,2024-10-03,Europe,Paid Ads,5007,Basic,15.0,2024-10-03,,Active,135,2026-06-25,15.0,Bank Transfer
107,2024-10-03,Europe,Paid Ads,5007,Basic,15.0,2024-10-03,,Active,136,2026-07-25,15.0,Credit Card
108,2024-09-09,Europe,Organic Search,5008,Basic,15.0,2024-09-09,,Active,137,2024-09-09,15.0,Bank Transfer
108,2024-09-09,Europe,Organic Search,5008,Basic,15.0,2024-09-09,,Active,138,2024-10-09,15.0,Credit Card
108,2024-09-09,Europe,Organic Search,5008,Basic,15.0,2024-09-09,,Active,139,2024-11-08,15.0,Credit Card
108,2024-09-09,Europe,Organic Search,5008,Basic,15.0,2024-09-09,,Active,140,2024-12-08,15.0,PayPal
108,2024-09-09,Europe,Organic Search,5008,Basic,15.0,2024-09-09,,Active,141,2025-01-07,15.0,Bank Transfer
108,2024-09-09,Europe,Organic Search,5008,Basic,15.0,2024-09-09,,Active,142,2025-02-06,15.0,PayPal
108,2024-09-09,Europe,Organic Search,5008,Basic,15.0,2024-09-09,,Active,143,2025-03-08,15.0,Credit Card
108,2024-09-09,Europe,Organic Search,5008,Basic,15.0,2024-09-09,,Active,144,2025-04-07,15.0,Credit Card
108,2024-09-09,Europe,Organic Search,5008,Basic,15.0,2024-09-09,,Active,145,2025-05-07,15.0,Bank Transfer
108,2024-09-09,Europe,Organic Search,5008,Basic,15.0,2024-09-09,,Active,146,2025-06-06,15.0,Credit Card
108,2024-09-09,Europe,Organic Search,5008,Basic,15.0,2024-09-09,,Active,147,2025-07-06,15.0,Bank Transfer
108,2024-09-09,Europe,Organic Search,5008,Basic,15.0,2024-09-09,,Active,148,2025-08-05,15.0,PayPal
108,2024-09-09,Europe,Organic Search,5008,Basic,15.0,2024-09-09,,Active,149,2025-09-04,15.0,Bank Transfer
108,2024-09-09,Europe,Organic Search,5008,Basic,15.0,2024-09-09,,Active,150,2025-10-04,15.0,Bank Transfer
108,2024-09-09,Europe,Organic Search,5008,Basic,15.0,2024-09-09,,Active,151,2025-11-03,15.0,Credit Card
108,2024-09-09,Europe,Organic Search,5008,Basic,15.0,2024-09-09,,Active,152,2025-12-03,15.0,Credit Card
108,2024-09-09,Europe,Organic Search,5008,Basic,15.0,2024-09-09,,Active,153,2026-01-02,15.0,Bank Transfer
108,2024-09-09,Europe,Organic Search,5008,Basic,15.0,2024-09-09,,Active,154,2026-02-01,15.0,Credit Card
108,2024-09-09,Europe,Organic Search,5008,Basic,15.0,2024-09-09,,Active,155,2026-03-03,15.0,Credit Card
108,2024-09-09,Europe,Organic Search,5008,Basic,15.0,2024-09-09,,Active,156,2026-04-02,15.0,Credit Card
108,2024-09-09,Europe,Organic Search,5008,Basic,15.0,2024-09-09,,Active,157,2026-05-02,15.0,Bank Transfer
108,2024-09-09,Europe,Organic Search,5008,Basic,15.0,2024-09-09,,Active,158,2026-06-01,15.0,Credit Card
108,2024-09-09,Europe,Organic Search,5008,Basic,15.0,2024-09-09,,Active,159,2026-07-01,15.0,Bank Transfer
108,2024-09-09,Europe,Organic Search,5008,Basic,15.0,2024-09-09,,Active,160,2026-07-31,15.0,Credit Card
109,2024-02-28,North America,Organic Search,5009,Basic,15.0,2024-02-28,2024-10-25,Cancelled,161,2024-02-28,15.0,Credit Card
109,2024-02-28,North America,Organic Search,5009,Basic,15.0,2024-02-28,2024-10-25,Cancelled,162,2024-03-29,15.0,PayPal
109,2024-02-28,North America,Organic Search,5009,Basic,15.0,2024-02-28,2024-10-25,Cancelled,163,2024-04-28,15.0,Credit Card
109,2024-02-28,North America,Organic Search,5009,Basic,15.0,2024-02-28,2024-10-25,Cancelled,164,2024-05-28,15.0,Credit Card
109,2024-02-28,North America,Organic Search,5009,Basic,15.0,2024-02-28,2024-10-25,Cancelled,165,2024-06-27,15.0,PayPal
109,2024-02-28,North America,Organic Search,5009,Basic,15.0,2024-02-28,2024-10-25,Cancelled,166,2024-07-27,15.0,Bank Transfer
109,2024-02-28,North America,Organic Search,5009,Basic,15.0,2024-02-28,2024-10-25,Cancelled,167,2024-08-26,15.0,Credit Card
109,2024-02-28,North America,Organic Search,5009,Basic,15.0,2024-02-28,2024-10-25,Cancelled,168,2024-09-25,15.0,Bank Transfer
109,2024-02-28,North America,Organic Search,5009,Basic,15.0,2024-02-28,2024-10-25,Cancelled,169,2024-10-25,15.0,Bank Transfer
110,2024-07-06,North America,Paid Ads,5010,Basic,15.0,2024-07-06,,Active,170,2024-07-06,15.0,Bank Transfer
110,2024-07-06,North America,Paid Ads,5010,Basic,15.0,2024-07-06,,Active,171,2024-08-05,15.0,Credit Card
110,2024-07-06,North America,Paid Ads,5010,Basic,15.0,2024-07-06,,Active,172,2024-09-04,15.0,Bank Transfer
110,2024-07-06,North America,Paid Ads,5010,Basic,15.0,2024-07-06,,Active,173,2024-10-04,15.0,Credit Card
110,2024-07-06,North America,Paid Ads,5010,Basic,15.0,2024-07-06,,Active,174,2024-11-03,15.0,Credit Card
110,2024-07-06,North America,Paid Ads,5010,Basic,15.0,2024-07-06,,Active,175,2024-12-03,15.0,PayPal
110,2024-07-06,North America,Paid Ads,5010,Basic,15.0,2024-07-06,,Active,176,2025-01-02,15.0,Credit Card
110,2024-07-06,North America,Paid Ads,5010,Basic,15.0,2024-07-06,,Active,177,2025-02-01,15.0,Credit Card
110,2024-07-06,North America,Paid Ads,5010,Basic,15.0,2024-07-06,,Active,178,2025-03-03,15.0,Bank Transfer
110,2024-07-06,North America,Paid Ads,5010,Basic,15.0,2024-07-06,,Active,179,2025-04-02,15.0,PayPal
110,2024-07-06,North America,Paid Ads,5010,Basic,15.0,2024-07-06,,Active,180,2025-05-02,15.0,Credit Card
110,2024-07-06,North America,Paid Ads,5010,Basic,15.0,2024-07-06,,Active,181,2025-06-01,15.0,Credit Card
110,2024-07-06,North America,Paid Ads,5010,Basic,15.0,2024-07-06,,Active,182,2025-07-01,15.0,PayPal
110,2024-07-06,North America,Paid Ads,5010,Basic,15.0,2024-07-06,,Active,183,2025-07-31,15.0,Bank Transfer
110,2024-07-06,North America,Paid Ads,5010,Basic,15.0,2024-07-06,,Active,184,2025-08-30,15.0,PayPal
110,2024-07-06,North America,Paid Ads,5010,Basic,15.0,2024-07-06,,Active,185,2025-09-29,15.0,PayPal
110,2024-07-06,North America,Paid Ads,5010,Basic,15.0,2024-07-06,,Active,186,2025-10-29,15.0,Credit Card
110,2024-07-06,North America,Paid Ads,5010,Basic,15.0,2024-07-06,,Active,187,2025-11-28,15.0,Credit Card
110,2024-07-06,North America,Paid Ads,5010,Basic,15.0,2024-07-06,,Active,188,2025-12-28,15.0,Bank Transfer
110,2024-07-06,North America,Paid Ads,5010,Basic,15.0,2024-07-06,,Active,189,2026-01-27,15.0,Credit Card
110,2024-07-06,North America,Paid Ads,5010,Basic,15.0,2024-07-06,,Active,190,2026-02-26,15.0,Credit Card
110,2024-07-06,North America,Paid Ads,5010,Basic,15.0,2024-07-06,,Active,191,2026-03-28,15.0,PayPal
110,2024-07-06,North America,Paid Ads,5010,Basic,15.0,2024-07-06,,Active,192,2026-04-27,15.0,Credit Card
110,2024-07-06,North America,Paid Ads,5010,Basic,15.0,2024-07-06,,Active,193,2026-05-27,15.0,Bank Transfer
110,2024-07-06,North America,Paid Ads,5010,Basic,15.0,2024-07-06,,Active,194,2026-06-26,15.0,PayPal
110,2024-07-06,North America,Paid Ads,5010,Basic,15.0,2024-07-06,,Active,195,2026-07-26,15.0,Bank Transfer
111,2024-06-23,Europe,Paid Ads,5011,Basic,15.0,2024-06-23,,Active,196,2024-06-23,15.0,Credit Card
111,2024-06-23,Europe,Paid Ads,5011,Basic,15.0,2024-06-23,,Active,197,2024-07-23,15.0,PayPal
111,2024-06-23,Europe,Paid Ads,5011,Basic,15.0,2024-06-23,,Active,198,2024-08-22,15.0,PayPal
111,2024-06-23,Europe,Paid Ads,5011,Basic,15.0,2024-06-23,,Active,199,2024-09-21,15.0,Credit Card
111,2024-06-23,Europe,Paid Ads,5011,Basic,15.0,2024-06-23,,Active,200,2024-10-21,15.0,Credit Card
111,2024-06-23,Europe,Paid Ads,5011,Basic,15.0,2024-06-23,,Active,201,2024-11-20,15.0,Bank Transfer
111,2024-06-23,Europe,Paid Ads,5011,Basic,15.0,2024-06-23,,Active,202,2024-12-20,15.0,Bank Transfer
111,2024-06-23,Europe,Paid Ads,5011,Basic,15.0,2024-06-23,,Active,203,2025-01-19,15.0,Credit Card
111,2024-06-23,Europe,Paid Ads,5011,Basic,15.0,2024-06-23,,Active,204,2025-02-18,15.0,Credit Card
111,2024-06-23,Europe,Paid Ads,5011,Basic,15.0,2024-06-23,,Active,205,2025-03-20,15.0,Credit Card
111,2024-06-23,Europe,Paid Ads,5011,Basic,15.0,2024-06-23,,Active,206,2025-04-19,15.0,PayPal
111,2024-06-23,Europe,Paid Ads,5011,Basic,15.0,2024-06-23,,Active,207,2025-05-19,15.0,PayPal
111,2024-06-23,Europe,Paid Ads,5011,Basic,15.0,2024-06-23,,Active,208,2025-06-18,15.0,PayPal
111,2024-06-23,Europe,Paid Ads,5011,Basic,15.0,2024-06-23,,Active,209,2025-07-18,15.0,Credit Card
111,2024-06-23,Europe,Paid Ads,5011,Basic,15.0,2024-06-23,,Active,210,2025-08-17,15.0,Bank Transfer
111,2024-06-23,Europe,Paid Ads,5011,Basic,15.0,2024-06-23,,Active,211,2025-09-16,15.0,Credit Card
111,2024-06-23,Europe,Paid Ads,5011,Basic,15.0,2024-06-23,,Active,212,2025-10-16,15.0,PayPal
111,2024-06-23,Europe,Paid Ads,5011,Basic,15.0,2024-06-23,,Active,213,2025-11-15,15.0,PayPal
111,2024-06-23,Europe,Paid Ads,5011,Basic,15.0,2024-06-23,,Active,214,2025-12-15,15.0,Credit Card
111,2024-06-23,Europe,Paid Ads,5011,Basic,15.0,2024-06-23,,Active,215,2026-01-14,15.0,Credit Card
111,2024-06-23,Europe,Paid Ads,5011,Basic,15.0,2024-06-23,,Active,216,2026-02-13,15.0,PayPal
111,2024-06-23,Europe,Paid Ads,5011,Basic,15.0,2024-06-23,,Active,217,2026-03-15,15.0,PayPal
111,2024-06-23,Europe,Paid Ads,5011,Basic,15.0,2024-06-23,,Active,218,2026-04-14,15.0,PayPal
111,2024-06-23,Europe,Paid Ads,5011,Basic,15.0,2024-06-23,,Active,219,2026-05-14,15.0,Credit Card
111,2024-06-23,Europe,Paid Ads,5011,Basic,15.0,2024-06-23,,Active,220,2026-06-13,15.0,PayPal
111,2024-06-23,Europe,Paid Ads,5011,Basic,15.0,2024-06-23,,Active,221,2026-07-13,15.0,PayPal
112,2024-08-31,Europe,Organic Search,5012,Basic,15.0,2024-08-31,,Active,222,2024-08-31,15.0,PayPal
112,2024-08-31,Europe,Organic Search,5012,Basic,15.0,2024-08-31,,Active,223,2024-09-30,15.0,Credit Card
112,2024-08-31,Europe,Organic Search,5012,Basic,15.0,2024-08-31,,Active,224,2024-10-30,15.0,PayPal
112,2024-08-31,Europe,Organic Search,5012,Basic,15.0,2024-08-31,,Active,225,2024-11-29,15.0,Credit Card
112,2024-08-31,Europe,Organic Search,5012,Basic,15.0,2024-08-31,,Active,226,2024-12-29,15.0,Bank Transfer
112,2024-08-31,Europe,Organic Search,5012,Basic,15.0,2024-08-31,,Active,227,2025-01-28,15.0,Credit Card
112,2024-08-31,Europe,Organic Search,5012,Basic,15.0,2024-08-31,,Active,228,2025-02-27,15.0,PayPal
112,2024-08-31,Europe,Organic Search,5012,Basic,15.0,2024-08-31,,Active,229,2025-03-29,15.0,PayPal
