customer_id,signup_date,region,acquisition_channel,plan_type,monthly_price,subscription_status,sub_start_date,sub_end_date,frequency,total_revenue,last_transaction_date,recency_days,tenure_days,is_churned,avg_region_revenue,region_spend_rank
906,2025-05-06,Asia-Pacific,Paid Ads,Premium,75.0,Active,2025-05-06,,16,1200.0,2026-07-30,2,452,0,558.3484162895927,20
277,2025-05-10,Asia-Pacific,Social Media,Premium,75.0,Active,2025-05-10,,15,1125.0,2026-07-04,28,448,0,558.3484162895927,21
944,2024-01-12,Asia-Pacific,Paid Ads,Standard,35.0,Active,2024-01-12,,32,1120.0,2026-07-30,2,932,0,558.3484162895927,22
546,2024-01-29,Asia-Pacific,Social Media,Standard,35.0,Active,2024-01-29,,31,1085.0,2026-07-17,15,915,0,558.3484162895927,23
377,2024-02-16,Asia-Pacific,Referral,Standard,35.0,Active,2024-02-16,,30,1050.0,2026-07-05,27,897,0,558.3484162895927,24
453,2024-03-07,Asia-Pacific,Paid Ads,Standard,35.0,Active,2024-03-07,,30,1050.0,2026-07-25,7,877,0,558.3484162895927,25
590,2024-02-27,Asia-Pacific,Organic Search,Standard,35.0,Active,2024-02-27,,30,1050.0,2026-07-16,16,886,0,558.3484162895927,26
512,2024-04-07,Asia-Pacific,Paid Ads,Standard,35.0,Active,2024-04-07,,29,1015.0,2026-07-26,6,846,0,558.3484162895927,27
986,2024-03-29,Asia-Pacific,Organic Search,Standard,35.0,Active,2024-03-29,,29,1015.0,2026-07-17,15,855,0,558.3484162895927,28
329,2024-04-15,Asia-Pacific,Social Media,Standard,35.0,Active,2024-04-15,,28,980.0,2026-07-04,28,838,0,558.3484162895927,29
554,2024-04-24,Asia-Pacific,Paid Ads,Standard,35.0,Active,2024-04-24,,28,980.0,2026-07-13,19,829,0,558.3484162895927,30
749,2024-04-30,Asia-Pacific,Organic Search,Standard,35.0,Active,2024-04-30,,28,980.0,2026-07-19,13,823,0,558.3484162895927,31
1078,2024-04-20,Asia-Pacific,Organic Search,Standard,35.0,Active,2024-04-20,,28,980.0,2026-07-09,23,833,0,558.3484162895927,32
133,2024-05-14,Asia-Pacific,Paid Ads,Standard,35.0,Active,2024-05-14,,27,945.0,2026-07-03,29,809,0,558.3484162895927,33
212,2024-05-21,Asia-Pacific,Paid Ads,Standard,35.0,Active,2024-05-21,,27,945.0,2026-07-10,22,802,0,558.3484162895927,34
294,2024-05-23,Asia-Pacific,Social Media,Standard,35.0,Active,2024-05-23,,27,945.0,2026-07-12,20,800,0,558.3484162895927,35
500,2024-05-28,Asia-Pacific,Referral,Standard,35.0,Active,2024-05-28,,27,945.0,2026-07-17,15,795,0,558.3484162895927,36
533,2024-06-01,Asia-Pacific,Organic Search,Standard,35.0,Active,2024-06-01,,27,945.0,2026-07-21,11,791,0,558.3484162895927,37
796,2024-05-28,Asia-Pacific,Organic Search,Standard,35.0,Active,2024-05-28,,27,945.0,2026-07-17,15,795,0,558.3484162895927,38
851,2024-05-23,Asia-Pacific,Referral,Standard,35.0,Active,2024-05-23,,27,945.0,2026-07-12,20,800,0,558.3484162895927,39
309,2024-06-25,Asia-Pacific,Paid Ads,Standard,35.0,Active,2024-06-25,,26,910.0,2026-07-15,17,767,0,558.3484162895927,40
382,2024-06-16,Asia-Pacific,Organic Search,Standard,35.0,Active,2024-06-16,,26,910.0,2026-07-06,26,776,0,558.3484162895927,41
424,2024-06-30,Asia-Pacific,Paid Ads,Standard,35.0,Active,2024-06-30,,26,910.0,2026-07-20,12,762,0,558.3484162895927,42
434,2024-06-25,Asia-Pacific,Organic Search,Standard,35.0,Active,2024-06-25,,26,910.0,2026-07-15,17,767,0,558.3484162895927,43
685,2024-06-24,Asia-Pacific,Organic Search,Standard,35.0,Active,2024-06-24,,26,910.0,2026-07-14,18,768,0,558.3484162895927,44
922,2024-07-10,Asia-Pacific,Paid Ads,Standard,35.0,Active,2024-07-10,,26,910.0,2026-07-30,2,752,0,558.3484162895927,45
1081,2024-06-13,Asia-Pacific,Organic Search,Standard,35.0,Active,2024-06-13,,26,910.0,2026-07-03,29,779,0,558.3484162895927,46
125,2024-07-26,Asia-Pacific,Paid Ads,Standard,35.0,Active,2024-07-26,,25,875.0,2026-07-16,16,736,0,558.3484162895927,47
350,2024-08-03,Asia-Pacific,Organic Search,Standard,35.0,Active,2024-08-03,,25,875.0,2026-07-24,8,728,0,558.3484162895927,48
761,2024-07-14,Asia-Pacific,Organic Search,Standard,35.0,Active,2024-07-14,,25,875.0,2026-07-04,28,748,0,558.3484162895927,49
899,2024-08-04,Asia-Pacific,Organic Search,Standard,35.0,Active,2024-08-04,,25,875.0,2026-07-25,7,727,0,558.3484162895927,50
465,2024-08-13,Asia-Pacific,Organic Search,Standard,35.0,Active,2024-08-13,,24,840.0,2026-07-04,28,718,0,558.3484162895927,51
459,2024-05-30,Asia-Pacific,Organic Search,Premium,75.0,Cancelled,2024-05-30,2025-04-22,11,825.0,2025-03-26,493,327,1,558.3484162895927,52
716,2024-09-19,Asia-Pacific,Paid Ads,Premium,75.0,Cancelled,2024-09-19,2025-08-14,11,825.0,2025-07-16,381,329,1,558.3484162895927,53
147,2024-10-10,Asia-Pacific,Organic Search,Standard,35.0,Active,2024-10-10,,23,805.0,2026-08-01,0,660,0,558.3484162895927,54
280,2024-10-01,Asia-Pacific,Paid Ads,Standard,35.0,Active,2024-10-01,,23,805.0,2026-07-23,9,669,0,558.3484162895927,55
390,2024-09-23,Asia-Pacific,Organic Search,Standard,35.0,Active,2024-09-23,,23,805.0,2026-07-15,17,677,0,558.3484162895927,56
443,2024-09-13,Asia-Pacific,Paid Ads,Standard,35.0,Active,2024-09-13,,23,805.0,2026-07-05,27,687,0,558.3484162895927,57
1079,2024-09-29,Asia-Pacific,Paid Ads,Standard,35.0,Active,2024-09-29,,23,805.0,2026-07-21,11,671,0,558.3484162895927,58
556,2024-10-15,Asia-Pacific,Referral,Standard,35.0,Active,2024-10-15,,22,770.0,2026-07-07,25,655,0,558.3484162895927,59
745,2024-10-17,Asia-Pacific,Paid Ads,Standard,35.0,Active,2024-10-17,,22,770.0,2026-07-09,23,653,0,558.3484162895927,60
352,2024-04-20,Asia-Pacific,Referral,Premium,75.0,Cancelled,2024-04-20,2025-02-05,10,750.0,2025-01-15,563,291,1,558.3484162895927,61
508,2024-08-02,Asia-Pacific,Referral,Premium,75.0,Cancelled,2024-08-02,2025-05-03,10,750.0,2025-04-29,459,274,1,558.3484162895927,62
696,2024-11-25,Asia-Pacific,Paid Ads,Standard,35.0,Active,2024-11-25,,21,735.0,2026-07-18,14,614,0,558.3484162895927,63
628,2024-12-21,Asia-Pacific,Social Media,Standard,35.0,Active,2024-12-21,,20,700.0,2026-07-14,18,588,0,558.3484162895927,64
644,2024-12-20,Asia-Pacific,Paid Ads,Standard,35.0,Active,2024-12-20,,20,700.0,2026-07-13,19,589,0,558.3484162895927,65
753,2024-12-25,Asia-Pacific,Organic Search,Standard,35.0,Active,2024-12-25,,20,700.0,2026-07-18,14,584,0,558.3484162895927,66
886,2024-12-30,Asia-Pacific,Organic Search,Standard,35.0,Active,2024-12-30,,20,700.0,2026-07-23,9,579,0,558.3484162895927,67
1049,2024-12-25,Asia-Pacific,Organic Search,Standard,35.0,Active,2024-12-25,,20,700.0,2026-07-18,14,584,0,558.3484162895927,68
823,2024-08-10,Asia-Pacific,Organic Search,Premium,75.0,Cancelled,2024-08-10,2025-04-24,9,675.0,2025-04-07,481,257,1,558.3484162895927,69
580,2025-02-19,Asia-Pacific,Referral,Standard,35.0,Active,2025-02-19,,18,630.0,2026-07-14,18,528,0,558.3484162895927,70
859,2025-02-21,Asia-Pacific,Referral,Standard,35.0,Active,2025-02-21,,18,630.0,2026-07-16,16,526,0,558.3484162895927,71
915,2025-02-26,Asia-Pacific,Paid Ads,Standard,35.0,Active,2025-02-26,,18,630.0,2026-07-21,11,521,0,558.3484162895927,72
947,2025-02-15,Asia-Pacific,Paid Ads,Standard,35.0,Active,2025-02-15,,18,630.0,2026-07-10,22,532,0,558.3484162895927,73
977,2025-02-27,Asia-Pacific,Social Media,Standard,35.0,Active,2025-02-27,,18,630.0,2026-07-22,10,520,0,558.3484162895927,74
163,2025-03-14,Asia-Pacific,Organic Search,Standard,35.0,Active,2025-03-14,,17,595.0,2026-07-07,25,505,0,558.3484162895927,75
373,2025-03-16,Asia-Pacific,Paid Ads,Standard,35.0,Active,2025-03-16,,17,595.0,2026-07-09,23,503,0,558.3484162895927,76
353,2025-05-07,Asia-Pacific,Paid Ads,Standard,35.0,Active,2025-05-07,,16,560.0,2026-07-31,1,451,0,558.3484162895927,77
404,2025-04-29,Asia-Pacific,Organic Search,Standard,35.0,Active,2025-04-29,,16,560.0,2026-07-23,9,459,0,558.3484162895927,78
513,2025-04-18,Asia-Pacific,Organic Search,Standard,35.0,Active,2025-04-18,,16,560.0,2026-07-12,20,470,0,558.3484162895927,79
997,2025-04-26,Asia-Pacific,Paid Ads,Standard,35.0,Active,2025-04-26,,16,560.0,2026-07-20,12,462,0,558.3484162895927,80
846,2024-02-13,Asia-Pacific,Paid Ads,Premium,75.0,Cancelled,2024-02-13,2024-09-08,7,525.0,2024-08-11,720,208,1,558.3484162895927,81
347,2024-01-08,Asia-Pacific,Organic Search,Basic,15.0,Active,2024-01-08,,32,480.0,2026-07-26,6,936,0,558.3484162895927,82
395,2024-01-14,Asia-Pacific,Paid Ads,Basic,15.0,Active,2024-01-14,,32,480.0,2026-08-01,0,930,0,558.3484162895927,83
562,2024-01-31,Asia-Pacific,Organic Search,Basic,15.0,Active,2024-01-31,,31,465.0,2026-07-19,13,913,0,558.3484162895927,84
701,2024-02-12,Asia-Pacific,Social Media,Basic,15.0,Active,2024-02-12,,31,465.0,2026-07-31,1,901,0,558.3484162895927,85
946,2024-01-21,Asia-Pacific,Paid Ads,Basic,15.0,Active,2024-01-21,,31,465.0,2026-07-09,23,923,0,558.3484162895927,86
130,2024-03-03,Asia-Pacific,Referral,Basic,15.0,Active,2024-03-03,,30,450.0,2026-07-21,11,881,0,558.3484162895927,87
141,2024-03-03,Asia-Pacific,Paid Ads,Basic,15.0,Active,2024-03-03,,30,450.0,2026-07-21,11,881,0,558.3484162895927,88
312,2024-12-16,Asia-Pacific,Social Media,Premium,75.0,Cancelled,2024-12-16,2025-05-26,6,450.0,2025-05-15,443,161,1,558.3484162895927,89
345,2024-02-25,Asia-Pacific,Social Media,Basic,15.0,Active,2024-02-25,,30,450.0,2026-07-14,18,888,0,558.3484162895927,90
421,2024-02-20,Asia-Pacific,Social Media,Basic,15.0,Active,2024-02-20,,30,450.0,2026-07-09,23,893,0,558.3484162895927,91
735,2024-03-08,Asia-Pacific,Paid Ads,Basic,15.0,Active,2024-03-08,,30,450.0,2026-07-26,6,876,0,558.3484162895927,92
903,2024-03-10,Asia-Pacific,Organic Search,Basic,15.0,Active,2024-03-10,,30,450.0,2026-07-28,4,874,0,558.3484162895927,93
587,2024-04-01,Asia-Pacific,Social Media,Basic,15.0,Active,2024-04-01,,29,435.0,2026-07-20,12,852,0,558.3484162895927,94
815,2024-03-27,Asia-Pacific,Organic Search,Basic,15.0,Active,2024-03-27,,29,435.0,2026-07-15,17,857,0,558.3484162895927,95
406,2024-05-02,Asia-Pacific,Organic Search,Basic,15.0,Active,2024-05-02,,28,420.0,2026-07-21,11,821,0,558.3484162895927,96
478,2024-05-13,Asia-Pacific,Organic Search,Basic,15.0,Active,2024-05-13,,28,420.0,2026-08-01,0,810,0,558.3484162895927,97
564,2024-03-22,Asia-Pacific,Social Media,Standard,35.0,Cancelled,2024-03-22,2025-02-18,12,420.0,2025-02-15,532,333,1,558.3484162895927,98
688,2024-01-19,Asia-Pacific,Referral,Standard,35.0,Cancelled,2024-01-19,2025-01-02,12,420.0,2024-12-14,595,349,1,558.3484162895927,99
733,2024-05-04,Asia-Pacific,Referral,Basic,15.0,Active,2024-05-04,,28,420.0,2026-07-23,9,819,0,558.3484162895927,100
867,2024-04-28,Asia-Pacific,Paid Ads,Basic,15.0,Active,2024-04-28,,28,420.0,2026-07-17,15,825,0,558.3484162895927,101
873,2024-04-18,Asia-Pacific,Social Media,Basic,15.0,Active,2024-04-18,,28,420.0,2026-07-07,25,835,0,558.3484162895927,102
560,2024-06-03,Asia-Pacific,Organic Search,Basic,15.0,Active,2024-06-03,,27,405.0,2026-07-23,9,789,0,558.3484162895927,103
723,2024-05-31,Asia-Pacific,Paid Ads,Basic,15.0,Active,2024-05-31,,27,405.0,2026-07-20,12,792,0,558.3484162895927,104
880,2024-05-27,Asia-Pacific,Organic Search,Basic,15.0,Active,2024-05-27,,27,405.0,2026-07-16,16,796,0,558.3484162895927,105
230,2024-07-07,Asia-Pacific,Paid Ads,Basic,15.0,Active,2024-07-07,,26,390.0,2026-07-27,5,755,0,558.3484162895927,106
274,2024-06-22,Asia-Pacific,Organic Search,Basic,15.0,Active,2024-06-22,,26,390.0,2026-07-12,20,770,0,558.3484162895927,107
847,2024-07-07,Asia-Pacific,Paid Ads,Basic,15.0,Active,2024-07-07,,26,390.0,2026-07-27,5,755,0,558.3484162895927,108
866,2024-07-06,Asia-Pacific,Organic Search,Basic,15.0,Active,2024-07-06,,26,390.0,2026-07-26,6,756,0,558.3484162895927,109
509,2025-01-06,Asia-Pacific,Paid Ads,Standard,35.0,Cancelled,2025-01-06,2025-11-21,11,385.0,2025-11-02,272,319,1,558.3484162895927,110
679,2024-08-19,Asia-Pacific,Organic Search,Standard,35.0,Cancelled,2024-08-19,2025-07-13,11,385.0,2025-06-15,412,328,1,558.3484162895927,111
1004,2025-02-09,Asia-Pacific,Social Media,Standard,35.0,Cancelled,2025-02-09,2025-12-24,11,385.0,2025-12-06,238,318,1,558.3484162895927,112
122,2024-07-20,Asia-Pacific,Paid Ads,Basic,15.0,Active,2024-07-20,,25,375.0,2026-07-10,22,742,0,558.3484162895927,113
179,2024-07-26,Asia-Pacific,Social Media,Basic,15.0,Active,2024-07-26,,25,375.0,2026-07-16,16,736,0,558.3484162895927,114
254,2024-08-04,Asia-Pacific,Organic Search,Basic,15.0,Active,2024-08-04,,25,375.0,2026-07-25,7,727,0,558.3484162895927,115
576,2024-07-28,Asia-Pacific,Social Media,Basic,15.0,Active,2024-07-28,,25,375.0,2026-07-18,14,734,0,558.3484162895927,116
724,2024-07-20,Asia-Pacific,Referral,Basic,15.0,Active,2024-07-20,,25,375.0,2026-07-10,22,742,0,558.3484162895927,117
853,2024-08-11,Asia-Pacific,Referral,Basic,15.0,Active,2024-08-11,,25,375.0,2026-08-01,0,720,0,558.3484162895927,118
980,2024-07-19,Asia-Pacific,Social Media,Basic,15.0,Active,2024-07-19,,25,375.0,2026-07-09,23,743,0,558.3484162895927,119
489,2024-08-14,Asia-Pacific,Social Media,Basic,15.0,Active,2024-08-14,,24,360.0,2026-07-05,27,717,0,558.3484162895927,120
550,2024-09-07,Asia-Pacific,Paid Ads,Basic,15.0,Active,2024-09-07,,24,360.0,2026-07-29,3,693,0,558.3484162895927,121
639,2024-09-06,Asia-Pacific,Paid Ads,Basic,15.0,Active,2024-09-06,,24,360.0,2026-07-28,4,694,0,558.3484162895927,122
673,2024-08-21,Asia-Pacific,Organic Search,Basic,15.0,Active,2024-08-21,,24,360.0,2026-07-12,20,710,0,558.3484162895927,123
737,2024-08-16,Asia-Pacific,Organic Search,Basic,15.0,Active,2024-08-16,,24,360.0,2026-07-07,25,715,0,558.3484162895927,124
499,2024-03-20,Asia-Pacific,Referral,Standard,35.0,Cancelled,2024-03-20,2024-12-17,10,350.0,2024-12-15,594,272,1,558.3484162895927,125
320,2024-09-24,Asia-Pacific,Social Media,Basic,15.0,Active,2024-09-24,,23,345.0,2026-07-16,16,676,0,558.3484162895927,126
337,2024-10-07,Asia-Pacific,Paid Ads,Basic,15.0,Active,2024-10-07,,23,345.0,2026-07-29,3,663,0,558.3484162895927,127
471,2024-10-04,Asia-Pacific,Social Media,Basic,15.0,Active,2024-10-04,,23,345.0,2026-07-26,6,666,0,558.3484162895927,128
1002,2024-10-02,Asia-Pacific,Paid Ads,Basic,15.0,Active,2024-10-02,,23,345.0,2026-07-24,8,668,0,558.3484162895927,129
187,2024-10-30,Asia-Pacific,Paid Ads,Basic,15.0,Active,2024-10-30,,22,330.0,2026-07-22,10,640,0,558.3484162895927,130
209,2024-11-01,Asia-Pacific,Social Media,Basic,15.0,Active,2024-11-01,,22,330.0,2026-07-24,8,638,0,558.3484162895927,131
391,2024-10-12,Asia-Pacific,Organic Search,Basic,15.0,Active,2024-10-12,,22,330.0,2026-07-04,28,658,0,558.3484162895927,132
419,2024-10-19,Asia-Pacific,Organic Search,Basic,15.0,Active,2024-10-19,,22,330.0,2026-07-11,21,651,0,558.3484162895927,133
558,2024-10-30,Asia-Pacific,Social Media,Basic,15.0,Active,2024-10-30,,22,330.0,2026-07-22,10,640,0,558.3484162895927,134
660,2024-10-31,Asia-Pacific,Social Media,Basic,15.0,Active,2024-10-31,,22,330.0,2026-07-23,9,639,0,558.3484162895927,135
840,2024-10-28,Asia-Pacific,Referral,Basic,15.0,Active,2024-10-28,,22,330.0,2026-07-20,12,642,0,558.3484162895927,136
921,2024-10-20,Asia-Pacific,Paid Ads,Basic,15.0,Active,2024-10-20,,22,330.0,2026-07-12,20,650,0,558.3484162895927,137
1025,2024-10-27,Asia-Pacific,Social Media,Basic,15.0,Active,2024-10-27,,22,330.0,2026-07-19,13,643,0,558.3484162895927,138
410,2024-11-27,Asia-Pacific,Organic Search,Basic,15.0,Active,2024-11-27,,21,315.0,2026-07-20,12,612,0,558.3484162895927,139
417,2024-04-13,Asia-Pacific,Social Media,Standard,35.0,Cancelled,2024-04-13,2024-12-15,9,315.0,2024-12-09,600,246,1,558.3484162895927,140
474,2024-12-06,Asia-Pacific,Paid Ads,Basic,15.0,Active,2024-12-06,,21,315.0,2026-07-29,3,603,0,558.3484162895927,141
594,2025-04-17,Asia-Pacific,Referral,Standard,35.0,Cancelled,2025-04-17,2025-12-17,9,315.0,2025-12-13,231,244,1,558.3484162895927,142
993,2025-05-08,Asia-Pacific,Paid Ads,Standard,35.0,Cancelled,2025-05-08,2026-01-06,9,315.0,2026-01-03,210,243,1,558.3484162895927,143
1027,2024-12-08,Asia-Pacific,Social Media,Basic,15.0,Active,2024-12-08,,21,315.0,2026-07-31,1,601,0,558.3484162895927,144
1098,2024-12-02,Asia-Pacific,Social Media,Basic,15.0,Active,2024-12-02,,21,315.0,2026-07-25,7,607,0,558.3484162895927,145
119,2024-12-25,Asia-Pacific,Paid Ads,Basic,15.0,Active,2024-12-25,,20,300.0,2026-07-18,14,584,0,558.3484162895927,146
396,2024-12-18,Asia-Pacific,Paid Ads,Basic,15.0,Active,2024-12-18,,20,300.0,2026-07-11,21,591,0,558.3484162895927,147
440,2025-01-13,Asia-Pacific,Paid Ads,Premium,75.0,Cancelled,2025-01-13,2025-05-02,4,300.0,2025-04-13,475,109,1,558.3484162895927,148
635,2024-07-31,Asia-Pacific,Referral,Premium,75.0,Cancelled,2024-07-31,2024-11-22,4,300.0,2024-10-29,641,114,1,558.3484162895927,149
476,2025-01-12,Asia-Pacific,Organic Search,Basic,15.0,Active,2025-01-12,,19,285.0,2026-07-06,26,566,0,558.3484162895927,150
579,2025-01-29,Asia-Pacific,Paid Ads,Basic,15.0,Active,2025-01-29,,19,285.0,2026-07-23,9,549,0,558.3484162895927,151
598,2025-02-07,Asia-Pacific,Paid Ads,Basic,15.0,Active,2025-02-07,,19,285.0,2026-08-01,0,540,0,558.3484162895927,152
924,2025-01-17,Asia-Pacific,Referral,Basic,15.0,Active,2025-01-17,,19,285.0,2026-07-11,21,561,0,558.3484162895927,153
535,2025-01-07,Asia-Pacific,Organic Search,Standard,35.0,Cancelled,2025-01-07,2025-08-25,8,280.0,2025-08-05,361,230,1,558.3484162895927,154
661,2024-06-04,Asia-Pacific,Paid Ads,Standard,35.0,Cancelled,2024-06-04,2025-01-08,8,280.0,2024-12-31,578,218,1,558.3484162895927,155
830,2025-02-03,Asia-Pacific,Referral,Standard,35.0,Cancelled,2025-02-03,2025-09-13,8,280.0,2025-09-01,334,222,1,558.3484162895927,156
201,2025-02-19,Asia-Pacific,Paid Ads,Basic,15.0,Active,2025-02-19,,18,270.0,2026-07-14,18,528,0,558.3484162895927,157
275,2025-03-09,Asia-Pacific,Organic Search,Basic,15.0,Active,2025-03-09,,18,270.0,2026-08-01,0,510,0,558.3484162895927,158
501,2025-04-08,Asia-Pacific,Organic Search,Basic,15.0,Active,2025-04-08,,17,255.0,2026-08-01,0,480,0,558.3484162895927,159
578,2025-03-11,Asia-Pacific,Organic Search,Basic,15.0,Active,2025-03-11,,17,255.0,2026-07-04,28,508,0,558.3484162895927,160
766,2025-04-06,Asia-Pacific,Referral,Basic,15.0,Active,2025-04-06,,17,255.0,2026-07-30,2,482,0,558.3484162895927,161
884,2025-04-05,Asia-Pacific,Paid Ads,Basic,15.0,Active,2025-04-05,,17,255.0,2026-07-29,3,483,0,558.3484162895927,162
245,2025-02-20,Asia-Pacific,Social Media,Standard,35.0,Cancelled,2025-02-20,2025-09-02,7,245.0,2025-08-19,347,194,1,558.3484162895927,163
273,2025-05-06,Asia-Pacific,Social Media,Basic,15.0,Active,2025-05-06,,16,240.0,2026-07-30,2,452,0,558.3484162895927,164
321,2025-04-22,Asia-Pacific,Paid Ads,Basic,15.0,Active,2025-04-22,,16,240.0,2026-07-16,16,466,0,558.3484162895927,165
1046,2025-04-30,Asia-Pacific,Paid Ads,Basic,15.0,Active,2025-04-30,,16,240.0,2026-07-24,8,458,0,558.3484162895927,166
319,2025-03-13,Asia-Pacific,Paid Ads,Premium,75.0,Cancelled,2025-03-13,2025-06-08,3,225.0,2025-05-12,446,87,1,558.3484162895927,167
1070,2025-05-10,Asia-Pacific,Social Media,Basic,15.0,Active,2025-05-10,,15,225.0,2026-07-04,28,448,0,558.3484162895927,168
483,2024-10-18,Asia-Pacific,Organic Search,Basic,15.0,Cancelled,2024-10-18,2025-10-08,12,180.0,2025-09-13,322,355,1,558.3484162895927,169
606,2024-10-27,Asia-Pacific,Social Media,Basic,15.0,Cancelled,2024-10-27,2025-09-30,12,180.0,2025-09-22,313,338,1,558.3484162895927,170
961,2024-09-29,Asia-Pacific,Paid Ads,Basic,15.0,Cancelled,2024-09-29,2025-09-17,12,180.0,2025-08-25,341,353,1,558.3484162895927,171
783,2024-09-23,Asia-Pacific,Paid Ads,Standard,35.0,Cancelled,2024-09-23,2025-02-09,5,175.0,2025-01-21,557,139,1,558.3484162895927,172
1014,2024-07-08,Asia-Pacific,Social Media,Standard,35.0,Cancelled,2024-07-08,2024-11-10,5,175.0,2024-11-05,634,125,1,558.3484162895927,173
164,2024-09-11,Asia-Pacific,Paid Ads,Basic,15.0,Cancelled,2024-09-11,2025-08-02,11,165.0,2025-07-08,389,325,1,558.3484162895927,174
166,2024-08-27,Asia-Pacific,Organic Search,Basic,15.0,Cancelled,2024-08-27,2025-07-12,11,165.0,2025-06-23,404,319,1,558.3484162895927,175
342,2024-12-11,Asia-Pacific,Organic Search,Basic,15.0,Cancelled,2024-12-11,2025-11-02,11,165.0,2025-10-07,298,326,1,558.3484162895927,176
702,2025-05-12,Asia-Pacific,Paid Ads,Basic,15.0,Cancelled,2025-05-12,2026-03-15,11,165.0,2026-03-08,146,307,1,558.3484162895927,177
101,2024-04-12,Asia-Pacific,Organic Search,Premium,75.0,Cancelled,2024-04-12,2024-06-02,2,150.0,2024-05-12,811,51,1,558.3484162895927,178
311,2024-11-06,Asia-Pacific,Social Media,Premium,75.0,Cancelled,2024-11-06,2024-12-31,2,150.0,2024-12-06,603,55,1,558.3484162895927,179
770,2024-09-22,Asia-Pacific,Organic Search,Basic,15.0,Cancelled,2024-09-22,2025-07-06,10,150.0,2025-06-19,408,287,1,558.3484162895927,180
827,2024-07-08,Asia-Pacific,Paid Ads,Basic,15.0,Cancelled,2024-07-08,2025-04-05,10,150.0,2025-04-04,484,271,1,558.3484162895927,181
908,2024-05-10,Asia-Pacific,Organic Search,Basic,15.0,Cancelled,2024-05-10,2025-02-24,10,150.0,2025-02-04,543,290,1,558.3484162895927,182
957,2024-06-04,Asia-Pacific,Organic Search,Basic,15.0,Cancelled,2024-06-04,2025-03-30,10,150.0,2025-03-01,518,299,1,558.3484162895927,183
313,2024-01-23,Asia-Pacific,Social Media,Basic,15.0,Cancelled,2024-01-23,2024-09-25,9,135.0,2024-09-19,681,246,1,558.3484162895927,184
394,2025-02-05,Asia-Pacific,Paid Ads,Basic,15.0,Cancelled,2025-02-05,2025-10-15,9,135.0,2025-10-03,302,252,1,558.3484162895927,185
817,2024-05-27,Asia-Pacific,Paid Ads,Basic,15.0,Cancelled,2024-05-27,2025-02-14,9,135.0,2025-01-22,556,263,1,558.3484162895927,186
