customer_id,signup_date,region,acquisition_channel,plan_type,monthly_price,subscription_status,sub_start_date,sub_end_date,frequency,total_revenue,last_transaction_date,recency_days,tenure_days,is_churned,avg_region_revenue,region_spend_rank,r_score,f_score,m_score,rfm_score,cluster_id,customer_segment,churn_probability,risk_category
350,2024-08-03,Asia-Pacific,Organic Search,Standard,35.0,Active,2024-08-03,,25,875.0,2026-07-24,8,728,0,558.3484162895927,48,5,4,4,13,3,High Value,0.0,Low
761,2024-07-14,Asia-Pacific,Organic Search,Standard,35.0,Active,2024-07-14,,25,875.0,2026-07-04,28,748,0,558.3484162895927,49,2,4,4,10,3,High Value,0.0,Low
899,2024-08-04,Asia-Pacific,Organic Search,Standard,35.0,Active,2024-08-04,,25,875.0,2026-07-25,7,727,0,558.3484162895927,50,5,4,4,13,3,High Value,0.0,Low
465,2024-08-13,Asia-Pacific,Organic Search,Standard,35.0,Active,2024-08-13,,24,840.0,2026-07-04,28,718,0,558.3484162895927,51,2,4,4,10,3,High Value,0.0,Low
459,2024-05-30,Asia-Pacific,Organic Search,Premium,75.0,Cancelled,2024-05-30,2025-04-22,11,825.0,2025-03-26,493,327,1,558.3484162895927,52,1,2,4,7,1,Low Value,1.0,High
716,2024-09-19,Asia-Pacific,Paid Ads,Premium,75.0,Cancelled,2024-09-19,2025-08-14,11,825.0,2025-07-16,381,329,1,558.3484162895927,53,2,2,4,8,1,Low Value,1.0,High
147,2024-10-10,Asia-Pacific,Organic Search,Standard,35.0,Active,2024-10-10,,23,805.0,2026-08-01,0,660,0,558.3484162895927,54,5,3,4,12,3,High Value,0.0,Low
280,2024-10-01,Asia-Pacific,Paid Ads,Standard,35.0,Active,2024-10-01,,23,805.0,2026-07-23,9,669,0,558.3484162895927,55,4,3,4,11,3,High Value,0.0,Low
390,2024-09-23,Asia-Pacific,Organic Search,Standard,35.0,Active,2024-09-23,,23,805.0,2026-07-15,17,677,0,558.3484162895927,56,3,3,4,10,3,High Value,0.0,Low
443,2024-09-13,Asia-Pacific,Paid Ads,Standard,35.0,Active,2024-09-13,,23,805.0,2026-07-05,27,687,0,558.3484162895927,57,2,3,4,9,3,High Value,0.0,Low
1079,2024-09-29,Asia-Pacific,Paid Ads,Standard,35.0,Active,2024-09-29,,23,805.0,2026-07-21,11,671,0,558.3484162895927,58,4,3,4,11,3,High Value,0.0,Low
556,2024-10-15,Asia-Pacific,Referral,Standard,35.0,Active,2024-10-15,,22,770.0,2026-07-07,25,655,0,558.3484162895927,59,2,3,4,9,3,High Value,0.0,Low
745,2024-10-17,Asia-Pacific,Paid Ads,Standard,35.0,Active,2024-10-17,,22,770.0,2026-07-09,23,653,0,558.3484162895927,60,3,3,4,10,3,High Value,0.0,Low
352,2024-04-20,Asia-Pacific,Referral,Premium,75.0,Cancelled,2024-04-20,2025-02-05,10,750.0,2025-01-15,563,291,1,558.3484162895927,61,1,2,4,7,1,Low Value,1.0,High
508,2024-08-02,Asia-Pacific,Referral,Premium,75.0,Cancelled,2024-08-02,2025-05-03,10,750.0,2025-04-29,459,274,1,558.3484162895927,62,1,2,4,7,1,Low Value,1.0,High
696,2024-11-25,Asia-Pacific,Paid Ads,Standard,35.0,Active,2024-11-25,,21,735.0,2026-07-18,14,614,0,558.3484162895927,63,4,3,4,11,0,Mid Value,0.0,Low
628,2024-12-21,Asia-Pacific,Social Media,Standard,35.0,Active,2024-12-21,,20,700.0,2026-07-14,18,588,0,558.3484162895927,64,3,3,4,10,0,Mid Value,0.0,Low
644,2024-12-20,Asia-Pacific,Paid Ads,Standard,35.0,Active,2024-12-20,,20,700.0,2026-07-13,19,589,0,558.3484162895927,65,3,3,4,10,0,Mid Value,0.0,Low
753,2024-12-25,Asia-Pacific,Organic Search,Standard,35.0,Active,2024-12-25,,20,700.0,2026-07-18,14,584,0,558.3484162895927,66,4,3,4,11,0,Mid Value,0.0,Low
886,2024-12-30,Asia-Pacific,Organic Search,Standard,35.0,Active,2024-12-30,,20,700.0,2026-07-23,9,579,0,558.3484162895927,67,4,3,4,11,0,Mid Value,0.0,Low
1049,2024-12-25,Asia-Pacific,Organic Search,Standard,35.0,Active,2024-12-25,,20,700.0,2026-07-18,14,584,0,558.3484162895927,68,4,3,4,11,0,Mid Value,0.0,Low
823,2024-08-10,Asia-Pacific,Organic Search,Premium,75.0,Cancelled,2024-08-10,2025-04-24,9,675.0,2025-04-07,481,257,1,558.3484162895927,69,1,1,4,6,1,Low Value,1.0,High
580,2025-02-19,Asia-Pacific,Referral,Standard,35.0,Active,2025-02-19,,18,630.0,2026-07-14,18,528,0,558.3484162895927,70,3,2,4,9,0,Mid Value,0.0,Low
859,2025-02-21,Asia-Pacific,Referral,Standard,35.0,Active,2025-02-21,,18,630.0,2026-07-16,16,526,0,558.3484162895927,71,4,2,4,10,0,Mid Value,0.0,Low
915,2025-02-26,Asia-Pacific,Paid Ads,Standard,35.0,Active,2025-02-26,,18,630.0,2026-07-21,11,521,0,558.3484162895927,72,4,2,4,10,0,Mid Value,0.0,Low
947,2025-02-15,Asia-Pacific,Paid Ads,Standard,35.0,Active,2025-02-15,,18,630.0,2026-07-10,22,532,0,558.3484162895927,73,3,2,4,9,0,Mid Value,0.0,Low
977,2025-02-27,Asia-Pacific,Social Media,Standard,35.0,Active,2025-02-27,,18,630.0,2026-07-22,10,520,0,558.3484162895927,74,4,2,4,10,0,Mid Value,0.0,Low
163,2025-03-14,Asia-Pacific,Organic Search,Standard,35.0,Active,2025-03-14,,17,595.0,2026-07-07,25,505,0,558.3484162895927,75,2,2,4,8,0,Mid Value,0.0,Low
373,2025-03-16,Asia-Pacific,Paid Ads,Standard,35.0,Active,2025-03-16,,17,595.0,2026-07-09,23,503,0,558.3484162895927,76,3,2,4,9,0,Mid Value,0.0,Low
353,2025-05-07,Asia-Pacific,Paid Ads,Standard,35.0,Active,2025-05-07,,16,560.0,2026-07-31,1,451,0,558.3484162895927,77,5,2,4,11,0,Mid Value,0.0,Low
404,2025-04-29,Asia-Pacific,Organic Search,Standard,35.0,Active,2025-04-29,,16,560.0,2026-07-23,9,459,0,558.3484162895927,78,4,2,4,10,0,Mid Value,0.0,Low
513,2025-04-18,Asia-Pacific,Organic Search,Standard,35.0,Active,2025-04-18,,16,560.0,2026-07-12,20,470,0,558.3484162895927,79,3,2,4,9,0,Mid Value,0.0,Low
997,2025-04-26,Asia-Pacific,Paid Ads,Standard,35.0,Active,2025-04-26,,16,560.0,2026-07-20,12,462,0,558.3484162895927,80,4,2,4,10,0,Mid Value,0.0,Low
846,2024-02-13,Asia-Pacific,Paid Ads,Premium,75.0,Cancelled,2024-02-13,2024-09-08,7,525.0,2024-08-11,720,208,1,558.3484162895927,81,1,1,4,6,1,Low Value,1.0,High
347,2024-01-08,Asia-Pacific,Organic Search,Basic,15.0,Active,2024-01-08,,32,480.0,2026-07-26,6,936,0,558.3484162895927,82,5,5,4,14,3,High Value,0.0,Low
395,2024-01-14,Asia-Pacific,Paid Ads,Basic,15.0,Active,2024-01-14,,32,480.0,2026-08-01,0,930,0,558.3484162895927,83,5,5,4,14,3,High Value,0.0,Low
562,2024-01-31,Asia-Pacific,Organic Search,Basic,15.0,Active,2024-01-31,,31,465.0,2026-07-19,13,913,0,558.3484162895927,84,4,5,3,12,3,High Value,0.0,Low
701,2024-02-12,Asia-Pacific,Social Media,Basic,15.0,Active,2024-02-12,,31,465.0,2026-07-31,1,901,0,558.3484162895927,85,5,5,3,13,3,High Value,0.0,Low
946,2024-01-21,Asia-Pacific,Paid Ads,Basic,15.0,Active,2024-01-21,,31,465.0,2026-07-09,23,923,0,558.3484162895927,86,3,5,3,11,3,High Value,0.0,Low
130,2024-03-03,Asia-Pacific,Referral,Basic,15.0,Active,2024-03-03,,30,450.0,2026-07-21,11,881,0,558.3484162895927,87,4,5,3,12,3,High Value,0.0,Low
141,2024-03-03,Asia-Pacific,Paid Ads,Basic,15.0,Active,2024-03-03,,30,450.0,2026-07-21,11,881,0,558.3484162895927,88,4,5,3,12,3,High Value,0.0,Low
312,2024-12-16,Asia-Pacific,Social Media,Premium,75.0,Cancelled,2024-12-16,2025-05-26,6,450.0,2025-05-15,443,161,1,558.3484162895927,89,1,1,3,5,1,Low Value,1.0,High
345,2024-02-25,Asia-Pacific,Social Media,Basic,15.0,Active,2024-02-25,,30,450.0,2026-07-14,18,888,0,558.3484162895927,90,3,5,3,11,3,High Value,0.0,Low
421,2024-02-20,Asia-Pacific,Social Media,Basic,15.0,Active,2024-02-20,,30,450.0,2026-07-09,23,893,0,558.3484162895927,91,3,5,3,11,3,High Value,0.0,Low
735,2024-03-08,Asia-Pacific,Paid Ads,Basic,15.0,Active,2024-03-08,,30,450.0,2026-07-26,6,876,0,558.3484162895927,92,5,5,3,13,3,High Value,0.0,Low
903,2024-03-10,Asia-Pacific,Organic Search,Basic,15.0,Active,2024-03-10,,30,450.0,2026-07-28,4,874,0,558.3484162895927,93,5,5,3,13,3,High Value,0.0,Low
587,2024-04-01,Asia-Pacific,Social Media,Basic,15.0,Active,2024-04-01,,29,435.0,2026-07-20,12,852,0,558.3484162895927,94,4,5,3,12,3,High Value,0.0,Low
815,2024-03-27,Asia-Pacific,Organic Search,Basic,15.0,Active,2024-03-27,,29,435.0,2026-07-15,17,857,0,558.3484162895927,95,3,5,3,11,3,High Value,0.0,Low
406,2024-05-02,Asia-Pacific,Organic Search,Basic,15.0,Active,2024-05-02,,28,420.0,2026-07-21,11,821,0,558.3484162895927,96,4,5,3,12,3,High Value,0.0,Low
478,2024-05-13,Asia-Pacific,Organic Search,Basic,15.0,Active,2024-05-13,,28,420.0,2026-08-01,0,810,0,558.3484162895927,97,5,5,3,13,3,High Value,0.0,Low
564,2024-03-22,Asia-Pacific,Social Media,Standard,35.0,Cancelled,2024-03-22,2025-02-18,12,420.0,2025-02-15,532,333,1,558.3484162895927,98,1,2,3,6,1,Low Value,1.0,High
688,2024-01-19,Asia-Pacific,Referral,Standard,35.0,Cancelled,2024-01-19,2025-01-02,12,420.0,2024-12-14,595,349,1,558.3484162895927,99,1,2,3,6,1,Low Value,1.0,High
733,2024-05-04,Asia-Pacific,Referral,Basic,15.0,Active,2024-05-04,,28,420.0,2026-07-23,9,819,0,558.3484162895927,100,4,5,3,12,3,High Value,0.0,Low
867,2024-04-28,Asia-Pacific,Paid Ads,Basic,15.0,Active,2024-04-28,,28,420.0,2026-07-17,15,825,0,558.3484162895927,101,4,5,3,12,3,High Value,0.0,Low
873,2024-04-18,Asia-Pacific,Social Media,Basic,15.0,Active,2024-04-18,,28,420.0,2026-07-07,25,835,0,558.3484162895927,102,2,5,3,10,3,High Value,0.0,Low
560,2024-06-03,Asia-Pacific,Organic Search,Basic,15.0,Active,2024-06-03,,27,405.0,2026-07-23,9,789,0,558.3484162895927,103,4,4,3,11,3,High Value,0.0,Low
723,2024-05-31,Asia-Pacific,Paid Ads,Basic,15.0,Active,2024-05-31,,27,405.0,2026-07-20,12,792,0,558.3484162895927,104,4,4,3,11,3,High Value,0.0,Low
880,2024-05-27,Asia-Pacific,Organic Search,Basic,15.0,Active,2024-05-27,,27,405.0,2026-07-16,16,796,0,558.3484162895927,105,4,4,3,11,3,High Value,0.0,Low
230,2024-07-07,Asia-Pacific,Paid Ads,Basic,15.0,Active,2024-07-07,,26,390.0,2026-07-27,5,755,0,558.3484162895927,106,5,4,3,12,3,High Value,0.0,Low
274,2024-06-22,Asia-Pacific,Organic Search,Basic,15.0,Active,2024-06-22,,26,390.0,2026-07-12,20,770,0,558.3484162895927,107,3,4,3,10,3,High Value,0.0,Low
847,2024-07-07,Asia-Pacific,Paid Ads,Basic,15.0,Active,2024-07-07,,26,390.0,2026-07-27,5,755,0,558.3484162895927,108,5,4,3,12,3,High Value,0.0,Low
866,2024-07-06,Asia-Pacific,Organic Search,Basic,15.0,Active,2024-07-06,,26,390.0,2026-07-26,6,756,0,558.3484162895927,109,5,4,3,12,3,High Value,0.0,Low
509,2025-01-06,Asia-Pacific,Paid Ads,Standard,35.0,Cancelled,2025-01-06,2025-11-21,11,385.0,2025-11-02,272,319,1,558.3484162895927,110,2,2,3,7,1,Low Value,1.0,High
679,2024-08-19,Asia-Pacific,Organic Search,Standard,35.0,Cancelled,2024-08-19,2025-07-13,11,385.0,2025-06-15,412,328,1,558.3484162895927,111,2,2,3,7,1,Low Value,1.0,High
1004,2025-02-09,Asia-Pacific,Social Media,Standard,35.0,Cancelled,2025-02-09,2025-12-24,11,385.0,2025-12-06,238,318,1,558.3484162895927,112,2,2,3,7,1,Low Value,1.0,High
122,2024-07-20,Asia-Pacific,Paid Ads,Basic,15.0,Active,2024-07-20,,25,375.0,2026-07-10,22,742,0,558.3484162895927,113,3,4,3,10,0,Mid Value,0.0,Low
179,2024-07-26,Asia-Pacific,Social Media,Basic,15.0,Active,2024-07-26,,25,375.0,2026-07-16,16,736,0,558.3484162895927,114,4,4,3,11,0,Mid Value,0.0,Low
254,2024-08-04,Asia-Pacific,Organic Search,Basic,15.0,Active,2024-08-04,,25,375.0,2026-07-25,7,727,0,558.3484162895927,115,5,4,3,12,0,Mid Value,0.0,Low
576,2024-07-28,Asia-Pacific,Social Media,Basic,15.0,Active,2024-07-28,,25,375.0,2026-07-18,14,734,0,558.3484162895927,116,4,4,3,11,0,Mid Value,0.0,Low
724,2024-07-20,Asia-Pacific,Referral,Basic,15.0,Active,2024-07-20,,25,375.0,2026-07-10,22,742,0,558.3484162895927,117,3,4,3,10,0,Mid Value,0.0,Low
853,2024-08-11,Asia-Pacific,Referral,Basic,15.0,Active,2024-08-11,,25,375.0,2026-08-01,0,720,0,558.3484162895927,118,5,4,3,12,0,Mid Value,0.0,Low
980,2024-07-19,Asia-Pacific,Social Media,Basic,15.0,Active,2024-07-19,,25,375.0,2026-07-09,23,743,0,558.3484162895927,119,3,4,3,10,0,Mid Value,0.0,Low
489,2024-08-14,Asia-Pacific,Social Media,Basic,15.0,Active,2024-08-14,,24,360.0,2026-07-05,27,717,0,558.3484162895927,120,2,4,3,9,0,Mid Value,0.0,Low
550,2024-09-07,Asia-Pacific,Paid Ads,Basic,15.0,Active,2024-09-07,,24,360.0,2026-07-29,3,693,0,558.3484162895927,121,5,4,3,12,0,Mid Value,0.0,Low
639,2024-09-06,Asia-Pacific,Paid Ads,Basic,15.0,Active,2024-09-06,,24,360.0,2026-07-28,4,694,0,558.3484162895927,122,5,4,3,12,0,Mid Value,0.0,Low
673,2024-08-21,Asia-Pacific,Organic Search,Basic,15.0,Active,2024-08-21,,24,360.0,2026-07-12,20,710,0,558.3484162895927,123,3,4,3,10,0,Mid Value,0.0,Low
737,2024-08-16,Asia-Pacific,Organic Search,Basic,15.0,Active,2024-08-16,,24,360.0,2026-07-07,25,715,0,558.3484162895927,124,2,4,3,9,0,Mid Value,0.0,Low
499,2024-03-20,Asia-Pacific,Referral,Standard,35.0,Cancelled,2024-03-20,2024-12-17,10,350.0,2024-12-15,594,272,1,558.3484162895927,125,1,2,3,6,1,Low Value,1.0,High
320,2024-09-24,Asia-Pacific,Social Media,Basic,15.0,Active,2024-09-24,,23,345.0,2026-07-16,16,676,0,558.3484162895927,126,4,3,2,9,0,Mid Value,0.0,Low
337,2024-10-07,Asia-Pacific,Paid Ads,Basic,15.0,Active,2024-10-07,,23,345.0,2026-07-29,3,663,0,558.3484162895927,127,5,4,2,11,0,Mid Value,0.0,Low
471,2024-10-04,Asia-Pacific,Social Media,Basic,15.0,Active,2024-10-04,,23,345.0,2026-07-26,6,666,0,558.3484162895927,128,5,4,2,11,0,Mid Value,0.0,Low
1002,2024-10-02,Asia-Pacific,Paid Ads,Basic,15.0,Active,2024-10-02,,23,345.0,2026-07-24,8,668,0,558.3484162895927,129,5,4,2,11,0,Mid Value,0.0,Low
187,2024-10-30,Asia-Pacific,Paid Ads,Basic,15.0,Active,2024-10-30,,22,330.0,2026-07-22,10,640,0,558.3484162895927,130,4,3,2,9,0,Mid Value,0.0,Low
209,2024-11-01,Asia-Pacific,Social Media,Basic,15.0,Active,2024-11-01,,22,330.0,2026-07-24,8,638,0,558.3484162895927,131,5,3,2,10,0,Mid Value,0.0,Low
391,2024-10-12,Asia-Pacific,Organic Search,Basic,15.0,Active,2024-10-12,,22,330.0,2026-07-04,28,658,0,558.3484162895927,132,2,3,2,7,0,Mid Value,0.0,Low
419,2024-10-19,Asia-Pacific,Organic Search,Basic,15.0,Active,2024-10-19,,22,330.0,2026-07-11,21,651,0,558.3484162895927,133,3,3,2,8,0,Mid Value,0.0,Low
558,2024-10-30,Asia-Pacific,Social Media,Basic,15.0,Active,2024-10-30,,22,330.0,2026-07-22,10,640,0,558.3484162895927,134,4,3,2,9,0,Mid Value,0.0,Low
660,2024-10-31,Asia-Pacific,Social Media,Basic,15.0,Active,2024-10-31,,22,330.0,2026-07-23,9,639,0,558.3484162895927,135,4,3,2,9,0,Mid Value,0.0,Low
840,2024-10-28,Asia-Pacific,Referral,Basic,15.0,Active,2024-10-28,,22,330.0,2026-07-20,12,642,0,558.3484162895927,136,4,3,2,9,0,Mid Value,0.0,Low
921,2024-10-20,Asia-Pacific,Paid Ads,Basic,15.0,Active,2024-10-20,,22,330.0,2026-07-12,20,650,0,558.3484162895927,137,3,3,2,8,0,Mid Value,0.0,Low
1025,2024-10-27,Asia-Pacific,Social Media,Basic,15.0,Active,2024-10-27,,22,330.0,2026-07-19,13,643,0,558.3484162895927,138,4,3,2,9,0,Mid Value,0.0,Low
410,2024-11-27,Asia-Pacific,Organic Search,Basic,15.0,Active,2024-11-27,,21,315.0,2026-07-20,12,612,0,558.3484162895927,139,4,3,2,9,0,Mid Value,0.0,Low
417,2024-04-13,Asia-Pacific,Social Media,Standard,35.0,Cancelled,2024-04-13,2024-12-15,9,315.0,2024-12-09,600,246,1,558.3484162895927,140,1,1,2,4,1,Low Value,1.0,High
474,2024-12-06,Asia-Pacific,Paid Ads,Basic,15.0,Active,2024-12-06,,21,315.0,2026-07-29,3,603,0,558.3484162895927,141,5,3,2,10,0,Mid Value,0.0,Low
594,2025-04-17,Asia-Pacific,Referral,Standard,35.0,Cancelled,2025-04-17,2025-12-17,9,315.0,2025-12-13,231,244,1,558.3484162895927,142,2,1,2,5,1,Low Value,1.0,High
993,2025-05-08,Asia-Pacific,Paid Ads,Standard,35.0,Cancelled,2025-05-08,2026-01-06,9,315.0,2026-01-03,210,243,1,558.3484162895927,143,2,1,2,5,1,Low Value,1.0,High
1027,2024-12-08,Asia-Pacific,Social Media,Basic,15.0,Active,2024-12-08,,21,315.0,2026-07-31,1,601,0,558.3484162895927,144,5,3,2,10,0,Mid Value,0.0,Low
